,sqft_above,sqft_living15,bathrooms,view,sqft_basement,floors,grade,condition,yr_built,yr_renovated,floors,price
6748,2190,2550,1.0,0,1220,2.0,8,5,1910,0,2.0,1040000
19955,2015,1780,2.75,4,0,2.0,9,3,2007,0,2.0,988500
5450,1690,2140,2.5,1,0,1.5,8,4,1928,0,1.5,719000
2357,2020,1940,2.5,0,0,2.0,7,3,2002,0,2.0,262000
6729,1160,2590,1.75,0,900,1.0,8,4,1947,0,1.0,647500
3391,1050,1430,2.5,0,310,2.0,8,3,1997,0,2.0,553650
13851,1540,1680,2.75,0,740,1.5,7,4,1930,0,1.5,530000
1718,1970,3180,3.0,0,1070,1.0,9,5,1968,0,1.0,830000
8460,1490,1490,1.0,0,0,1.0,7,4,1954,0,1.0,207000
9011,2440,2670,2.25,0,0,1.5,8,4,1975,0,1.5,489990
4403,1810,1760,2.5,0,0,2.0,7,3,1994,0,2.0,270000
18293,1970,2520,2.25,2,850,1.5,7,5,1940,0,1.5,543200
1778,1150,1900,1.0,0,100,1.5,7,4,1900,0,1.5,712000
19187,1840,1990,3.25,0,800,2.0,9,3,1912,2000,2.0,930000
5964,2320,2150,2.5,0,0,2.0,8,3,2004,0,2.0,325900
15178,1460,2970,3.0,3,1460,1.0,8,5,1964,0,1.0,1050000
18397,3310,2900,3.25,1,510,2.0,11,4,1990,0,2.0,1250000
13071,2920,2920,2.5,0,0,3.0,10,3,2008,0,3.0,868500
17131,1240,1480,2.0,0,0,1.0,7,3,1967,2010,1.0,297950
18536,1470,1540,2.5,0,70,3.0,8,3,2008,0,3.0,413450
732,2090,2280,2.75,0,0,2.0,8,3,2012,0,2.0,403000
15732,1310,1310,1.75,0,0,1.0,7,4,1976,0,1.0,437000
508,820,1420,1.0,0,720,1.0,7,4,1946,0,1.0,615000
11930,2280,2300,2.5,0,0,2.0,8,3,2004,0,2.0,535000
10521,1020,1430,1.0,0,0,1.0,7,4,1948,0,1.0,405000
16674,2460,2390,2.5,0,0,2.0,9,3,1989,0,2.0,347500
5396,1100,2590,1.75,0,1100,1.0,7,3,1973,0,1.0,295000
14157,790,1360,1.75,0,160,1.0,6,3,1939,0,1.0,230000
14612,1190,1190,2.5,0,0,2.0,7,3,2002,0,2.0,229000
9460,2150,2150,1.75,0,100,1.0,8,4,1940,0,1.0,350000
4005,1870,1670,2.0,0,0,1.0,8,3,2006,0,1.0,559950
2587,980,1040,1.5,0,0,2.0,7,3,1922,2003,2.0,134000
12006,1340,2930,1.75,2,1090,1.0,8,4,1952,0,1.0,1500000
9415,1230,1380,1.75,0,660,1.0,7,3,1944,0,1.0,385000
21261,1020,1340,1.5,0,0,3.0,8,3,2008,0,3.0,441750
14071,1510,2060,2.0,0,0,1.0,7,3,1954,0,1.0,450000
8695,1390,2440,1.75,0,1090,1.0,7,3,1950,0,1.0,780000
16280,1910,2450,3.25,0,890,1.5,10,5,1932,2002,1.5,1310000
9977,3290,3100,2.5,0,0,2.0,9,3,2002,0,2.0,716500
9341,1920,2310,2.5,0,0,2.0,8,3,1993,0,2.0,295000
20844,930,1680,1.5,0,180,2.0,8,3,2005,0,2.0,499000
4257,1100,1480,1.5,0,1030,1.0,7,3,1962,0,1.0,260000
10022,1100,1880,1.75,0,900,1.0,7,3,1965,0,1.0,228000
6693,1060,1420,1.5,0,0,1.0,7,4,1973,0,1.0,303500
20558,1020,1020,1.5,0,0,2.0,7,3,2004,0,2.0,212000
11531,1430,1714,2.25,0,500,1.0,7,3,1984,0,1.0,312000
19397,860,1680,2.0,0,290,1.0,7,3,1940,0,1.0,445000
21415,3540,1940,3.25,0,0,2.0,9,3,2007,0,2.0,800000
17070,1270,2080,2.25,2,900,1.0,8,4,1960,0,1.0,431000
845,1640,1870,2.25,0,0,1.0,8,4,1972,0,1.0,352000
11181,1020,2060,2.5,0,400,1.0,7,4,1963,0,1.0,260000
11696,2200,2700,2.5,3,0,1.0,8,3,2007,0,1.0,705000
17437,1930,2100,2.5,0,0,1.0,9,4,1968,0,1.0,465000
4534,720,1250,1.0,0,0,1.0,6,3,1950,0,1.0,195000
4009,3000,3000,2.25,4,0,1.5,11,3,2001,0,1.5,2400000
842,1620,2440,1.0,0,0,1.5,7,4,1911,1977,1.5,428750
6678,2100,1890,2.5,2,0,2.0,8,3,1999,0,2.0,505000
729,4230,3890,2.25,0,0,2.0,11,3,1989,0,2.0,985000
18781,1300,1590,1.75,0,0,1.5,7,3,1925,1992,1.5,536000
17529,1780,1440,1.75,0,0,1.0,6,4,1979,0,1.0,336900
14656,1410,1190,2.0,0,0,1.0,7,3,1940,0,1.0,481450
15830,1220,1700,1.75,0,0,1.0,7,3,1962,0,1.0,251000
8280,1410,1410,3.25,0,0,3.0,8,3,2005,0,3.0,382000
19151,2400,2280,3.25,0,0,2.0,8,4,1982,0,2.0,585000
14546,1940,1940,2.5,0,0,2.0,8,3,2003,0,2.0,330000
15918,1980,2830,2.5,0,850,2.0,10,3,1979,0,2.0,782000
973,2790,3080,2.75,0,0,2.0,10,3,1996,0,2.0,765000
11403,2430,2750,2.25,0,0,1.0,9,3,1993,0,1.0,590000
1009,1050,1640,1.75,0,700,1.5,7,5,1926,0,1.5,460000
10557,2163,1700,3.0,0,0,2.0,7,3,2006,0,2.0,248000
17373,880,1610,1.0,0,150,1.0,7,3,1947,0,1.0,252500
20583,1340,1110,2.0,0,0,3.0,8,3,2008,0,3.0,376000
12648,2660,2330,2.5,0,0,2.0,8,3,2001,0,2.0,583000
901,2560,3230,3.5,1,1250,1.0,9,3,2013,0,1.0,839900
13235,1380,2300,2.25,0,750,1.0,7,4,1977,0,1.0,311100
3199,810,1440,1.0,0,0,1.0,6,1,1928,0,1.0,255000
19408,2310,2310,2.25,0,0,2.0,8,3,1980,0,2.0,320000
1290,960,1860,1.0,0,0,1.0,6,4,1984,0,1.0,255000
8869,1180,2160,2.0,0,1010,1.0,7,4,1977,0,1.0,280000
16095,3780,3500,2.75,0,0,2.0,10,3,1999,0,2.0,833000
5938,1300,1410,2.25,0,145,2.0,7,3,2003,0,2.0,387000
10841,2840,2790,2.5,0,0,2.0,9,3,1998,0,2.0,580000
16482,2330,2210,2.5,0,0,2.0,8,4,1978,0,2.0,542500
16859,1470,1810,1.5,0,0,1.0,7,3,1976,0,1.0,325000
8441,2030,2000,2.5,0,0,2.0,8,4,1991,0,2.0,525000
6448,1130,1320,1.0,0,710,1.5,6,4,1910,0,1.5,490000
11978,1370,2100,2.25,0,290,1.0,8,4,1980,0,1.0,566000
21490,6420,1800,6.5,0,850,2.0,12,3,2010,0,2.0,2240000
9380,1160,1480,1.0,0,0,1.0,7,4,1959,0,1.0,201500
12914,1200,1800,2.5,0,800,1.0,7,4,1968,0,1.0,290000
16618,3560,3660,2.5,0,0,2.0,10,3,1987,0,2.0,851000
20050,2400,1980,3.5,0,330,2.0,8,3,2006,0,2.0,769900
3526,1000,1540,2.0,0,650,1.0,7,5,1959,0,1.0,445000
1556,1620,1260,3.0,0,860,1.0,8,4,1976,0,1.0,610000
7834,1170,1980,2.75,0,800,1.0,8,3,1977,0,1.0,323000
9062,1510,1920,2.0,0,410,1.0,7,4,1969,0,1.0,260000
13735,1300,2310,1.75,1,450,1.0,7,4,1987,0,1.0,491300
1782,3750,2930,3.0,0,0,2.0,10,3,1976,0,2.0,920000
21522,798,998,2.25,0,200,2.0,7,3,2007,0,2.0,324000
10818,2340,2020,3.0,0,1140,1.0,8,4,1976,0,1.0,532000
10353,1450,1430,1.75,0,550,1.5,7,5,1926,0,1.5,536500
15721,1360,1670,1.0,0,0,1.0,6,3,1977,0,1.0,234950
1980,2600,2820,2.5,0,0,2.0,10,3,1988,0,2.0,402500
13931,1180,1490,1.0,0,240,1.0,7,3,1956,0,1.0,360000
18132,3390,4460,4.5,2,1800,2.0,11,3,1987,2000,2.0,1700000
7560,1500,1420,1.5,0,0,1.0,7,5,1953,0,1.0,270000
12170,1400,1600,2.0,0,0,1.0,7,4,1963,0,1.0,511555
10964,2000,2130,2.75,0,1100,2.0,8,3,1919,1996,2.0,742500
13920,1160,1410,1.75,0,1160,1.0,7,4,1956,0,1.0,315000
13363,2950,3880,2.25,0,0,1.5,9,3,2006,0,1.5,759000
3028,2470,2270,2.25,0,0,2.0,8,3,1984,0,2.0,565000
13320,1352,1439,2.25,0,0,3.0,8,3,2007,0,3.0,325000
2203,2260,2690,2.5,0,0,2.0,9,3,1989,0,2.0,604000
17684,2000,1750,2.5,0,0,2.0,7,4,1992,0,2.0,225000
10902,1150,1240,1.0,0,0,1.0,7,4,1905,0,1.0,463000
20401,2840,2840,2.5,0,0,2.0,8,3,2012,0,2.0,557000
1119,1430,1550,1.0,0,0,1.5,7,4,1983,0,1.5,224500
17758,1690,1690,2.0,0,0,1.0,7,4,1969,0,1.0,270000
16903,3060,2090,2.25,0,0,2.0,8,3,1992,0,2.0,415000
5859,1390,1440,1.5,0,0,1.0,6,3,1922,2013,1.0,275000
1198,1850,2210,2.5,0,0,2.0,8,3,2003,0,2.0,254000
8799,1960,2900,2.75,4,1760,1.0,10,5,1962,0,1.0,1370000
2147,840,1390,1.75,3,550,1.0,7,4,1912,0,1.0,280950
9594,4910,3320,4.25,0,950,2.0,10,4,1996,0,2.0,1160000
15228,1080,1940,1.0,0,860,1.0,7,3,1962,0,1.0,265000
13075,1400,1580,2.0,0,1120,1.0,8,3,1921,2007,1.0,875000
20709,1270,1350,2.5,0,80,3.0,8,3,2006,0,3.0,394950
4568,1600,2190,2.75,0,1460,1.0,8,5,1979,0,1.0,549900
5136,2130,1670,2.5,0,0,2.0,7,3,2003,0,2.0,320000
1348,2160,1720,2.5,0,0,2.5,9,4,1902,0,2.5,842500
20083,1010,1450,2.5,0,360,2.0,7,3,2007,0,2.0,368000
13133,2840,3620,3.25,0,840,2.0,9,3,2003,0,2.0,788000
9696,3110,3200,2.5,0,0,2.0,9,3,2004,0,2.0,751000
12766,2670,2560,2.5,0,0,2.0,9,4,1989,0,2.0,690000
18895,1680,1850,2.5,0,1080,1.5,7,5,1928,0,1.5,734200
17670,1350,1350,1.5,0,0,1.0,6,5,1941,0,1.0,211000
9081,760,1390,1.0,0,220,1.0,7,3,1941,0,1.0,499950
7051,3040,2790,2.5,0,0,2.0,8,3,1999,0,2.0,647000
19427,1770,1340,2.0,0,0,2.0,7,5,1911,1981,2.0,630000
16183,1620,1960,2.75,0,980,1.5,7,3,1936,0,1.5,840000
13145,960,1500,1.75,0,480,1.0,7,3,1951,0,1.0,315275
14835,1480,1390,2.5,0,0,3.0,7,3,2009,0,3.0,420000
20485,3110,3600,3.25,0,160,2.0,9,3,2014,0,2.0,1030000
7883,1370,1710,1.5,0,0,1.0,7,4,1961,0,1.0,185000
9024,1720,2120,1.75,0,0,1.0,9,3,1954,2014,1.0,770000
17183,1250,1820,1.0,0,0,1.0,6,5,1945,0,1.0,110000
2387,3420,3640,3.25,0,1280,2.0,10,3,1978,0,2.0,900000
19633,3490,1810,3.75,0,0,2.0,9,3,2012,0,2.0,1260000
3491,770,1540,1.0,0,450,1.0,6,3,1910,0,1.0,255000
1787,1720,1590,1.5,0,0,1.5,7,4,1952,0,1.5,341000
19779,670,980,2.5,0,310,2.0,8,3,2009,0,2.0,369000
19726,830,1120,1.5,0,0,2.0,7,3,2005,0,2.0,301500
19735,3210,4420,4.5,0,1420,2.0,9,3,2006,0,2.0,809000
55,2830,1950,2.5,0,0,2.0,9,3,1995,0,2.0,885000
18390,1200,1520,3.0,0,1200,1.0,7,4,1964,0,1.0,675000
5288,2560,1860,3.5,0,900,2.0,10,3,2004,0,2.0,1320000
17641,2620,2850,2.5,0,0,2.0,9,3,1992,0,2.0,746000
9581,1830,2150,1.0,0,0,1.0,7,3,1942,0,1.0,270000
7013,990,1260,1.0,0,0,1.0,7,4,1966,0,1.0,225000
2073,1560,2890,1.75,4,0,1.5,6,4,1928,0,1.5,1200000
14608,1640,1380,3.0,2,470,1.5,7,4,1930,0,1.5,610000
133,1390,1690,2.5,0,620,2.0,8,3,2014,0,2.0,453246
11839,1690,1750,2.5,0,660,1.5,8,4,1910,0,1.5,870300
15273,700,890,1.0,0,0,1.0,6,3,1953,0,1.0,192000
15533,1350,1700,2.0,0,1350,1.0,8,4,1962,0,1.0,910000
5181,2890,2980,2.5,0,90,2.0,9,3,2000,0,2.0,750000
11516,1290,1290,1.0,0,0,2.0,7,3,2008,0,2.0,265000
10598,1290,1350,2.25,0,0,3.0,8,3,2007,0,3.0,500000
14523,970,1430,1.0,0,0,1.0,7,3,1959,0,1.0,156000
12550,1290,2270,2.5,0,1260,1.0,8,3,1964,0,1.0,660000
12541,1080,1080,1.0,0,0,1.0,7,4,1955,0,1.0,339000
2271,2560,2360,2.0,0,0,1.0,8,3,1986,0,1.0,560000
16515,1590,2170,2.5,0,1190,1.0,8,3,1978,0,1.0,505000
7334,3200,3430,3.0,0,1330,1.5,9,4,2003,0,1.5,950000
21453,2320,2400,3.75,0,960,2.0,10,3,2008,0,2.0,1050000
5467,1300,2290,3.0,0,1180,1.0,7,3,2004,0,1.0,372500
15821,2330,3880,3.25,3,0,2.0,9,3,1918,0,2.0,1300000
9660,2380,2310,2.5,0,0,2.0,7,4,1997,0,2.0,357000
3893,1650,2720,3.25,0,520,1.5,9,5,1928,1970,1.5,876650
9579,1280,1880,1.5,0,340,1.0,8,3,1954,0,1.0,620000
5933,2200,2060,2.25,0,0,2.0,8,3,1987,0,2.0,410000
2024,810,980,1.0,0,0,1.0,7,5,1941,0,1.0,235000
8943,1360,2370,2.25,0,440,1.0,8,4,1980,0,1.0,522000
2320,1160,2450,1.5,0,610,1.0,8,3,1959,0,1.0,450000
9991,1190,2370,1.5,0,830,1.0,6,4,1956,0,1.0,465000
20794,2160,2160,2.5,0,0,2.0,8,3,2010,0,2.0,383000
7997,1940,2070,2.5,0,0,2.0,8,3,2004,0,2.0,335000
13516,3720,3530,2.5,0,0,2.0,11,3,1982,0,2.0,1080000
9975,1250,2100,3.0,0,850,1.0,7,3,2013,0,1.0,330000
5248,1190,2070,1.75,1,930,1.0,7,3,1951,0,1.0,582000
14072,1280,1290,1.0,0,0,1.0,7,3,1968,0,1.0,368000
13486,1030,1450,1.75,0,910,1.0,7,5,1922,0,1.0,505000
3522,2360,3220,2.75,0,1290,1.0,10,4,1975,0,1.0,1580000
20052,1570,1570,2.5,0,0,3.0,8,3,2010,0,3.0,635000
14174,2180,1890,2.75,2,800,1.5,8,5,1917,0,1.5,947500
4549,1450,1780,2.25,0,1090,1.0,8,3,1990,0,1.0,540000
19040,1870,3070,2.25,3,1200,1.0,9,3,1976,0,1.0,1230000
495,870,1240,2.5,0,360,2.0,8,3,2004,0,2.0,490000
5,3890,4760,4.5,0,1530,1.0,11,3,2001,0,1.0,1230000
6487,1010,1080,2.0,0,720,1.0,7,5,1943,0,1.0,360000
10533,2350,2240,1.75,0,0,1.0,8,4,1961,0,1.0,850000
19089,2040,2040,1.75,3,0,1.5,7,4,1919,1990,1.5,615000
4896,910,1270,1.0,0,0,1.5,7,4,1906,0,1.5,350000
10551,2180,1880,2.25,0,0,2.0,7,3,1986,0,2.0,302000
16495,860,1830,1.75,0,500,1.0,7,3,1975,0,1.0,300000
15990,1690,3260,1.75,0,1690,1.0,8,4,1963,0,1.0,1350000
8393,720,1540,2.5,0,320,2.0,7,3,2004,0,2.0,210000
10538,3290,3170,2.25,0,0,1.5,10,4,1968,0,1.5,947500
6505,1800,2480,2.5,4,1120,1.0,9,4,1954,1983,1.0,1020000
393,3300,3180,2.75,0,0,2.0,8,3,1953,0,2.0,927000
10887,1460,1270,1.0,0,0,1.0,7,4,1969,0,1.0,201000
1462,3190,2950,3.25,0,0,2.0,9,3,2007,0,2.0,757000
11177,2710,2590,2.25,0,0,2.0,8,4,1977,0,2.0,591000
21497,2790,2790,2.5,0,0,2.0,8,3,2009,0,2.0,505000
12403,650,1110,0.75,0,0,1.0,5,4,1931,0,1.0,230000
4111,1200,1440,2.0,0,1050,1.0,7,5,1956,0,1.0,550000
7147,2260,2650,2.5,0,1480,1.0,10,3,2004,0,1.0,475000
4129,1240,1260,1.5,0,0,1.0,7,4,1957,0,1.0,523000
12429,740,1250,2.0,2,740,1.0,7,3,1943,0,1.0,385000
8292,1180,2150,1.75,0,400,1.0,7,4,1951,0,1.0,575000
12177,1040,1100,1.0,0,0,1.0,6,3,1947,0,1.0,225000
13468,3490,3260,2.5,3,0,2.0,11,3,2000,0,2.0,975000
20151,2040,2380,2.5,0,0,2.0,8,3,2012,0,2.0,502000
11989,1950,1950,1.5,0,0,1.5,6,3,1939,0,1.5,225000
17438,1950,1540,2.5,0,0,2.0,7,3,1990,0,2.0,287600
1434,2130,2750,4.75,0,1700,1.0,8,3,1976,0,1.0,480000
15220,2450,1440,2.25,0,0,1.0,7,4,1978,2000,1.0,450000
13489,2340,3120,1.75,0,0,1.0,8,4,1967,0,1.0,780000
15771,1370,2120,1.75,0,580,1.0,8,4,1969,0,1.0,635000
16947,1090,2000,1.75,0,1090,1.0,7,3,1956,0,1.0,405000
4024,2440,3130,3.25,0,1170,2.0,10,3,2003,0,2.0,777000
15354,1690,1840,1.75,0,0,1.0,8,4,1958,0,1.0,530000
16984,810,1500,1.0,0,600,1.0,7,3,1925,0,1.0,413000
18758,1350,2100,2.0,0,0,1.0,7,3,1989,0,1.0,322500
7088,2030,2450,2.5,0,0,2.0,9,4,1975,0,2.0,700000
320,3150,1560,2.75,0,0,2.0,9,3,2013,0,2.0,819900
19373,1270,1580,1.5,0,0,1.0,7,3,1950,0,1.0,465000
9723,3440,1420,4.0,0,0,2.0,7,3,1970,0,2.0,550000
12282,1090,1240,1.75,0,0,1.0,7,3,1968,0,1.0,345000
16108,1090,1260,1.0,0,0,1.0,6,4,1973,0,1.0,285000
16162,1190,2100,1.0,0,0,1.0,7,4,1953,0,1.0,375000
10969,4400,4440,3.25,0,0,2.0,11,3,2003,0,2.0,1050000
14489,1870,2390,3.0,0,1540,1.0,8,4,1968,0,1.0,675000
16106,2000,4240,3.25,2,1370,1.0,10,5,1982,0,1.0,1550000
6274,2290,2180,3.0,0,600,2.5,7,3,1906,0,2.5,799200
7868,1490,1364,2.5,0,0,3.0,8,3,2004,0,3.0,354901
18087,3820,4040,3.25,2,1040,2.0,11,4,1989,0,2.0,1680000
8184,3250,3640,4.5,2,1780,2.0,11,3,2008,0,2.0,2450000
3104,960,2010,2.0,0,810,1.0,7,4,1954,0,1.0,449500
3299,1090,1090,1.0,0,0,1.0,6,5,1981,0,1.0,289000
3616,2450,1060,3.0,0,0,2.0,7,3,1994,0,2.0,525000
2568,1610,1940,2.25,0,900,1.0,7,4,1972,0,1.0,267345
11161,2010,2010,2.5,0,0,2.0,7,3,1977,0,2.0,350000
20417,1010,1680,2.5,0,570,2.0,8,3,2008,0,2.0,525000
19338,1530,1640,2.0,0,0,1.0,7,4,1937,0,1.0,570000
4192,1070,1310,1.75,0,1020,1.0,8,4,1963,0,1.0,581000
21554,840,2120,2.5,0,610,1.0,7,3,2007,0,1.0,330000
9905,1740,2540,2.5,0,0,2.0,9,4,1975,0,2.0,645000
14995,1930,1680,1.5,0,810,2.0,9,5,1905,0,2.0,1110000
11213,4570,3890,2.5,2,730,2.0,10,2,1923,0,2.0,2560000
9255,1280,2420,1.5,0,900,1.0,6,4,1954,1975,1.0,273000
15179,1040,1250,2.75,0,210,2.0,8,3,2010,0,2.0,450000
1681,1390,2250,2.25,0,960,1.0,8,3,1977,0,1.0,460000
3004,1680,1570,2.0,0,0,1.0,8,3,2006,0,1.0,530000
16004,1190,1460,2.0,0,1100,1.0,7,3,1964,0,1.0,580000
16239,3530,1750,4.25,0,0,2.0,10,3,2001,0,2.0,1400000
1388,2740,2260,2.5,0,0,2.0,8,3,1993,0,2.0,651000
13867,1150,990,2.0,0,790,1.5,7,5,1944,0,1.5,665000
19902,2140,2480,2.25,0,0,2.0,7,3,2002,0,2.0,435000
6160,1170,1590,2.25,0,320,1.0,7,4,1987,0,1.0,287000
4552,1220,2220,1.75,0,800,1.0,7,3,1962,0,1.0,245000
3744,4430,2470,4.0,0,0,2.0,10,3,2013,0,2.0,2450000
16758,1440,1850,1.0,0,0,2.0,7,3,1910,0,2.0,560000
14641,1710,1790,1.0,0,0,1.5,7,3,1909,0,1.5,620000
13411,3000,2870,2.5,0,0,2.0,9,3,2006,0,2.0,675000
12539,790,1310,1.0,0,0,1.0,7,3,1973,0,1.0,90000
8372,1390,1960,2.25,0,390,1.5,9,4,1927,0,1.5,771000
1324,1440,1480,3.5,0,370,2.0,8,4,2009,0,2.0,625000
20759,3400,3170,3.5,0,0,2.0,9,3,2012,0,2.0,660000
4821,980,1790,1.75,0,980,1.0,6,5,1911,0,1.0,415000
6350,1900,1430,1.0,0,0,1.5,5,4,1942,0,1.5,239950
5740,1250,1260,1.5,0,0,1.0,7,3,1967,0,1.0,225000
251,3360,3060,2.5,0,0,2.0,9,3,2001,0,2.0,455000
18370,1390,1390,1.0,0,0,1.0,7,4,1968,0,1.0,319000
10823,1700,1890,2.5,0,1700,1.0,8,4,1959,0,1.0,464000
4162,1430,2030,2.0,0,830,1.0,8,3,1958,0,1.0,628000
3467,3001,2340,2.5,0,0,2.0,8,3,2006,0,2.0,373000
6932,870,1440,1.75,0,810,1.0,7,5,1922,0,1.0,591000
4917,3120,3740,2.25,0,0,2.0,9,4,1969,0,2.0,1900000
11821,1090,1570,1.5,0,220,1.0,7,3,1956,0,1.0,717000
13577,1060,2280,1.75,0,590,1.0,7,5,1951,0,1.0,370000
18177,1100,1660,1.0,0,560,1.0,7,3,1963,0,1.0,225000
9470,910,1070,1.0,0,0,1.0,6,3,1943,0,1.0,155000
20156,2360,2390,3.5,0,516,2.0,8,3,2007,0,2.0,525000
21245,2650,2930,2.5,0,870,2.5,9,3,2006,0,2.5,870000
13344,2290,3290,2.5,2,1270,1.0,10,3,1986,0,1.0,860000
21433,2210,1590,2.5,0,0,2.0,9,3,2013,0,2.0,650000
5013,1930,1320,1.5,0,430,2.0,7,5,1926,0,2.0,702500
11484,1060,1450,1.0,0,600,1.0,7,4,1940,0,1.0,458000
10058,2100,2400,3.5,0,0,2.0,9,3,1980,0,2.0,356000
15463,2580,2580,2.5,0,0,2.0,9,3,1986,0,2.0,802000
9164,1250,1910,1.75,0,0,1.0,7,4,1950,0,1.0,299000
15457,860,980,1.0,0,120,1.0,6,4,1918,0,1.0,400000
13019,2470,2440,2.5,0,0,2.0,9,3,1993,0,2.0,633100
20,860,1400,1.75,0,760,1.0,7,4,1947,0,1.0,385000
10516,2310,2410,2.5,0,0,2.0,9,3,1991,0,2.0,470000
13149,1480,1450,1.0,0,0,1.0,7,3,1952,0,1.0,310000
3336,1570,1570,2.0,0,0,1.0,7,3,1998,0,1.0,265000
2284,2450,2650,2.75,0,0,1.0,9,5,1974,0,1.0,530000
2242,1450,2090,1.75,0,720,1.0,8,3,1986,0,1.0,510000
13589,1363,1540,3.0,0,894,1.0,8,3,2005,0,1.0,349950
2746,1400,1520,2.5,0,380,1.0,7,4,1986,0,1.0,266000
4932,2550,2030,2.5,2,0,2.0,10,3,1981,2013,2.0,1400000
6130,1360,2090,2.5,0,730,1.0,7,3,1962,2014,1.0,543000
4791,1100,1720,1.75,0,300,1.5,6,4,1904,0,1.5,538000
18855,2910,2910,2.5,0,0,2.0,10,3,1989,0,2.0,450000
1714,1700,1610,1.0,0,0,1.5,8,4,1906,0,1.5,800000
5326,2700,2260,2.5,0,0,2.0,9,3,2004,0,2.0,723000
4178,1850,1250,2.75,0,0,1.5,7,5,1965,0,1.5,489200
18959,2510,2510,2.25,0,0,2.0,8,3,1972,0,2.0,955000
13955,700,920,1.0,0,0,1.0,6,4,1949,0,1.0,267800
11486,3810,3390,4.5,0,0,2.0,10,3,2008,0,2.0,966000
1727,1760,2000,2.5,0,780,2.0,8,5,1929,0,2.0,620000
6961,2010,2160,2.5,0,0,2.0,8,3,1995,0,2.0,316000
14764,3430,3480,2.5,0,0,2.0,10,3,2000,0,2.0,740000
11828,2110,1800,1.75,0,0,2.0,7,4,1966,0,2.0,305495
20386,2580,2700,2.75,0,0,2.0,8,3,2008,0,2.0,437000
15328,1340,1510,1.75,0,0,1.0,7,4,1973,0,1.0,223000
14331,1050,1670,2.0,0,580,1.0,7,4,1975,0,1.0,234000
16850,1260,2100,1.0,0,0,1.0,6,3,1946,0,1.0,300000
4751,1150,1690,2.5,0,540,2.0,8,3,2014,0,2.0,372977
9116,1830,1310,1.5,0,0,1.0,7,4,1957,0,1.0,562000
3656,1000,2000,2.0,0,700,1.0,7,3,1956,0,1.0,337500
21272,2470,2570,2.75,0,0,2.0,9,3,2007,0,2.0,773000
7411,1050,1510,1.0,0,0,1.5,7,4,1906,0,1.5,339950
10655,1360,2060,2.25,0,700,1.0,8,5,1941,0,1.0,715000
12996,1970,1780,2.25,0,0,2.0,7,3,1997,0,2.0,340000
6155,1600,1670,1.75,0,0,1.5,7,3,1924,0,1.5,525000
5350,3030,3360,2.5,0,0,1.5,10,4,1992,0,1.5,766950
17189,3200,3120,3.25,0,0,2.0,9,3,2004,0,2.0,707000
9613,1820,2720,2.5,0,0,2.0,9,3,2005,0,2.0,511000
6209,1340,1500,1.75,0,670,1.0,7,4,1957,0,1.0,364000
15627,2230,2800,2.5,0,0,2.0,7,3,2006,0,2.0,253000
1395,950,1480,1.75,0,950,1.0,7,4,1955,0,1.0,542000
2114,2120,2070,2.25,0,0,2.0,7,3,1984,0,2.0,345000
1294,2190,1880,2.5,0,0,2.5,8,5,1958,0,2.5,925000
6254,830,950,1.0,0,0,1.0,6,3,1955,0,1.0,394475
3796,1159,1640,1.5,0,0,1.0,7,3,1948,0,1.0,582500
17839,3040,2420,2.5,0,0,2.0,8,3,1999,0,2.0,420000
11918,1600,2370,2.0,0,770,1.5,7,3,1992,0,1.5,543000
15269,1420,1550,1.75,0,800,1.5,7,3,1923,0,1.5,607500
5704,2220,1980,2.5,0,0,2.0,8,4,1990,0,2.0,325000
8136,3100,3000,2.5,0,0,1.0,10,3,1954,0,1.0,930000
4953,1840,2000,2.5,0,0,2.0,8,3,2012,0,2.0,317000
11033,4470,3210,2.25,0,0,2.0,11,3,1988,0,2.0,1120000
4731,840,1390,1.0,0,0,1.0,6,3,1947,0,1.0,405100
17813,3320,3320,2.5,0,0,2.0,10,3,1995,0,2.0,950000
1247,1110,1750,1.75,0,890,1.0,7,4,1921,0,1.0,546000
2508,700,1030,1.0,0,0,1.0,6,5,1952,0,1.0,155000
1847,1170,1380,1.0,2,0,1.0,6,3,1911,0,1.0,175000
5497,1830,2120,1.75,2,0,1.5,8,5,1903,0,1.5,682000
3564,980,1680,1.0,0,310,1.0,7,3,1951,0,1.0,372220
21574,3110,4560,3.5,0,1800,1.5,11,3,2007,0,1.5,1220000
7449,1420,2010,2.5,0,730,1.0,7,3,1978,0,1.0,486000
18015,1290,1750,2.75,0,980,1.0,7,4,1973,0,1.0,498000
17216,2170,3480,2.75,0,1090,1.0,10,4,1968,0,1.0,1880000
4759,1050,1760,1.0,0,0,1.0,7,3,1953,0,1.0,310000
7974,860,1660,1.0,0,0,1.0,6,4,1963,0,1.0,160000
17083,1680,2400,2.75,0,0,1.0,7,4,1966,0,1.0,625000
5137,2240,2410,2.5,0,0,2.0,9,4,1989,0,2.0,565000
16253,2290,2300,2.0,0,0,1.0,8,4,1955,0,1.0,1060000
666,1220,1220,1.5,0,0,3.0,8,3,2007,0,3.0,306000
7127,1590,2280,1.5,3,0,1.0,7,4,1966,0,1.0,305000
19398,1240,1130,1.0,0,0,1.0,7,3,1967,0,1.0,215000
9757,2090,1890,2.0,0,0,1.5,7,3,1959,1998,1.5,499000
