,date,bedrooms,bathrooms,floors,waterfront,view,condition,grade,sqft_above,sqft_basement,yr_built,yr_renovated,zipcode,lat,long,sqft_living15,sqft_lot15,price
14693,2014-05-06,5,up to 4,2.0,0,without,3,very good,3040,0,1984,0,98052,47.7157,-122.103,2020,8304,562000
773,2014-05-06,2,up to 2,1.5,0,without,3,very good,1100,0,1912,2005,98117,47.6797,-122.36200000000001,1390,4000,450000
15828,2014-05-06,3,up to 4,1.0,0,without,4,very good,1180,790,1967,0,98155,47.7651,-122.277,1970,10470,465000
8757,2014-05-06,2,up to 4,2.0,0,without,3,very good,1020,210,2004,0,98122,47.6191,-122.301,1270,1370,460000
17445,2014-05-06,5,up to 4,2.0,0,without,3,very good,4510,0,1969,2002,98040,47.5309,-122.228,3510,13500,1870000
2178,2014-05-06,5,up to 2,1.5,0,without,4,very good,2020,0,1938,0,98117,47.6949,-122.37,1510,6600,488000
1117,2014-05-06,3,up to 2,1.0,0,without,4,very good,860,490,1947,0,98125,47.7098,-122.291,1130,7740,353000
14339,2014-05-06,4,up to 4,1.5,0,without,5,very good,2400,1360,1950,0,98105,47.6687,-122.264,3430,11050,1580000
1258,2014-05-06,4,up to 4,2.0,0,without,3,very good,2150,0,1985,0,98052,47.7227,-122.098,2450,37981,609000
17843,2014-05-06,3,up to 4,1.0,0,without,4,very good,1560,420,1974,0,98023,47.3149,-122.37799999999999,2360,8000,295000
2964,2014-05-06,3,up to 2,1.0,0,without,3,very good,1160,470,1940,0,98115,47.6725,-122.272,2320,7475,650000
9504,2014-05-06,4,up to 2,1.0,0,without,3,very good,960,880,1958,0,98008,47.6074,-122.125,1840,9044,404000
3715,2014-05-06,3,up to 2,1.0,0,without,3,very good,1050,0,1954,0,98133,47.762,-122.355,1500,8954,250000
1379,2014-05-06,3,up to 2,1.0,0,without,4,very good,1010,480,1975,0,98042,47.375,-122.14,1490,7469,234000
8892,2014-05-06,4,up to 4,2.0,0,without,3,very good,2331,0,2007,0,98058,47.4444,-122.182,2441,3826,345000
3636,2014-05-06,2,up to 2,1.0,0,without,3,very good,900,0,1952,0,98106,47.525,-122.35600000000001,900,5160,219000
10215,2014-05-06,3,up to 2,1.0,0,without,3,very good,1420,0,1962,0,98023,47.3076,-122.36200000000001,1200,8580,136500
12610,2014-05-06,3,up to 2,1.0,0,without,4,very good,1430,0,1956,0,98007,47.5874,-122.13600000000001,1450,8000,518000
19061,2014-05-06,3,up to 2,1.0,0,without,4,very good,800,0,1959,0,98023,47.3266,-122.348,820,8775,191000
15248,2014-05-06,4,up to 2,1.0,0,without,5,very good,2680,0,1965,0,98001,47.3182,-122.279,1230,15750,360000
10762,2014-05-06,3,up to 4,2.0,0,without,3,very good,1790,0,1989,0,98074,47.6176,-122.045,1680,7418,515000
21480,2014-05-06,4,up to 4,2.0,0,without,3,very good,3040,0,2008,0,98052,47.6788,-122.117,3040,7800,776000
15402,2014-05-06,3,up to 2,1.0,0,without,5,very good,1230,0,1962,0,98056,47.538999999999994,-122.179,1270,9575,387000
10563,2014-05-06,3,up to 2,1.0,0,without,4,very good,1630,0,1971,0,98045,47.4863,-121.73,2090,57428,280000
6290,2014-05-06,3,up to 4,2.0,0,without,3,very good,1850,0,1991,0,98034,47.7163,-122.229,1780,9660,535000
15279,2014-05-06,2,up to 2,1.0,0,without,1,bad,780,0,1942,0,98168,47.4739,-122.28,1700,10387,78000
12543,2014-05-07,3,up to 4,2.0,0,without,3,very good,2030,0,1988,0,98027,47.5654,-122.09200000000001,2030,8485,618080
13530,2014-05-07,5,up to 2,1.0,0,without,5,very good,760,740,1920,0,98166,47.4692,-122.35,1200,7112,265000
8501,2014-05-07,3,up to 4,2.0,0,without,3,very good,1920,0,1988,0,98055,47.4818,-122.23100000000001,1930,7252,230000
17334,2014-05-07,2,up to 2,1.0,0,without,5,very good,1040,0,1912,0,98032,47.3877,-122.234,910,5080,160000
5922,2014-05-07,2,up to 2,1.5,0,without,4,very good,1550,0,1900,0,98103,47.653999999999996,-122.346,1180,1224,526000
11431,2014-05-07,2,up to 4,1.0,0,without,3,very good,1720,830,2011,0,98056,47.5304,-122.20200000000001,2560,3828,630000
15737,2014-05-07,7,more than 4,2.0,0,without,3,very good,3700,0,1948,1984,98155,47.7393,-122.289,2510,7479,540000
13031,2014-05-07,2,up to 2,1.0,0,without,3,very good,760,0,1913,0,98144,47.5874,-122.311,1750,5000,300000
3529,2014-05-07,3,up to 2,1.0,0,without,4,very good,1220,620,1974,0,98058,47.428999999999995,-122.154,1590,9820,310000
1545,2014-05-07,3,up to 4,1.0,0,without,5,very good,1210,330,1980,0,98034,47.7163,-122.212,1540,7416,503000
8423,2014-05-07,4,up to 4,2.0,0,without,5,very good,1960,640,1949,0,98116,47.5656,-122.4,1990,6050,749950
3844,2014-05-07,3,up to 4,2.0,0,without,3,very good,2680,0,1995,0,98010,47.3783,-122.00299999999999,2020,60080,630000
19564,2014-05-07,4,up to 2,1.0,0,without,4,very good,1210,1000,1954,0,98199,47.6498,-122.396,2190,7975,794154
12137,2014-05-07,4,up to 2,1.0,0,without,3,very good,1890,420,1950,0,98004,47.6232,-122.21,2840,12744,1110000
14573,2014-05-07,3,up to 2,1.0,0,without,4,very good,1040,0,1968,0,98059,47.4812,-122.09700000000001,1660,16986,314950
4671,2014-05-07,4,up to 4,1.0,0,without,4,very good,1780,630,1956,0,98033,47.6503,-122.197,2090,9549,758000
9823,2014-05-07,2,up to 2,1.0,0,without,3,very good,820,0,1921,0,98103,47.6623,-122.339,1370,3850,475000
4092,2014-05-07,9,more than 4,2.5,0,without,3,very good,2450,1380,1938,0,98103,47.6927,-122.338,1460,6291,599999
7928,2014-05-07,3,up to 2,1.5,0,without,3,very good,2720,0,1988,0,98014,47.7092,-121.89200000000001,2560,149410,535000
16405,2014-05-07,3,up to 2,1.0,0,without,3,very good,1080,260,1910,0,98105,47.6633,-122.324,1960,4080,530000
12869,2014-05-07,3,up to 2,1.0,0,without,4,very good,1010,600,1917,0,98136,47.5421,-122.38799999999999,1040,4400,485000
21558,2014-05-07,3,up to 4,3.0,0,without,3,very good,1680,0,2014,0,98103,47.6572,-122.346,1640,4800,610950
12490,2014-05-07,4,up to 4,1.5,0,without,3,very good,1520,1130,1905,2013,98116,47.5866,-122.389,1690,5625,705000
17422,2014-05-07,3,up to 2,1.0,0,without,3,very good,1380,0,1960,0,98003,47.3146,-122.323,1380,9200,209950
12680,2014-05-07,3,up to 4,2.0,0,without,3,very good,2130,140,2002,0,98056,47.516000000000005,-122.20299999999999,2850,5661,640000
9927,2014-05-07,5,up to 4,1.0,0,with a view,3,very good,1620,800,1978,0,98118,47.532,-122.285,2210,7040,352000
10835,2014-05-07,3,up to 2,1.0,0,without,4,very good,1090,870,1920,0,98115,47.6746,-122.31200000000001,1960,3960,599000
16333,2014-05-07,3,up to 2,1.0,0,without,4,very good,1060,440,1947,0,98118,47.5689,-122.28399999999999,1740,6180,440000
9930,2014-05-07,3,up to 4,2.0,0,without,3,very good,1770,0,1977,0,98034,47.7166,-122.236,1650,8165,420000
4724,2014-05-07,4,up to 2,1.0,0,without,5,very good,1720,0,1960,0,98042,47.3614,-122.119,1220,10018,248500
15888,2014-05-07,4,up to 4,1.0,0,without,4,very good,2180,0,1968,0,98072,47.7476,-122.086,1790,11200,480500
1399,2014-05-07,3,up to 2,1.0,0,without,3,very good,1250,0,1994,0,98010,47.3277,-122.001,1980,10175,253000
12530,2014-05-07,4,up to 4,1.0,0,without,3,very good,1470,420,1963,0,98112,47.6316,-122.303,2430,5940,940000
21247,2014-05-07,4,up to 4,2.0,0,without,3,very good,2656,0,2014,0,98001,47.3162,-122.272,1860,16510,495000
3761,2014-05-07,3,up to 4,1.0,0,without,4,very good,1360,1160,1946,0,98119,47.6452,-122.37299999999999,1800,5036,750000
16328,2014-05-07,3,up to 4,2.0,0,without,3,very good,1600,0,2000,0,98001,47.3303,-122.26899999999999,1700,4746,280000
5055,2014-05-07,3,up to 2,2.0,0,without,4,very good,1760,0,1985,0,98052,47.6534,-122.12799999999999,2010,9383,460000
21253,2014-05-07,5,up to 4,1.0,0,without,3,very good,1410,1000,2008,0,98118,47.5298,-122.274,1590,5003,365000
19109,2014-05-07,3,up to 4,1.0,0,without,4,very good,1660,0,1961,0,98133,47.7575,-122.352,2510,7800,405000
160,2014-05-07,5,up to 4,1.0,0,without,3,very good,1030,1030,1962,0,98146,47.4877,-122.335,1010,11680,255000
20140,2014-05-07,3,up to 4,2.0,0,without,3,very good,1880,400,2006,0,98027,47.5375,-122.073,2280,2425,535000
13409,2014-05-07,2,up to 2,1.0,0,without,3,very good,840,800,1978,0,98053,47.6397,-121.95299999999999,2440,17850,379500
19027,2014-05-07,3,up to 2,1.0,0,without,4,very good,980,780,1942,0,98199,47.6388,-122.397,1760,6004,690000
14083,2014-05-07,6,up to 4,2.5,0,without,4,excelent,3560,0,1914,0,98112,47.626999999999995,-122.304,2780,6480,1500000
7184,2014-05-07,7,more than 4,2.5,0,with a view,5,excelent,4760,1450,1910,0,98109,47.6307,-122.354,2940,5400,3200000
12542,2014-05-07,3,up to 2,1.0,0,without,4,very good,2190,0,1967,0,98023,47.3098,-122.381,1980,8000,313000
17273,2014-05-07,3,up to 2,1.5,0,with a view,4,very good,1600,940,1905,0,98144,47.5972,-122.292,2040,5900,775000
20009,2014-05-07,4,up to 4,2.0,0,without,3,very good,3900,0,2006,0,98033,47.6979,-122.205,3820,12268,1040000
19590,2014-05-07,3,up to 2,1.0,0,without,4,very good,1570,0,1952,0,98155,47.7501,-122.314,1410,7434,335000
7118,2014-05-07,3,up to 2,1.0,0,without,4,very good,1870,0,1957,0,98003,47.3358,-122.32,1950,12667,314500
139,2014-05-07,3,up to 4,3.0,0,without,3,very good,1170,0,2014,0,98107,47.6722,-122.381,1350,1310,519950
2876,2014-05-07,3,up to 2,1.0,0,without,3,very good,1110,0,1952,0,98166,47.4718,-122.34200000000001,1140,9083,249000
9277,2014-05-07,3,up to 4,1.0,0,without,4,very good,1860,600,1977,0,98027,47.4824,-122.0,2870,102366,600000
6686,2014-05-07,3,up to 2,1.0,0,without,3,very good,1400,0,1944,0,98166,47.4798,-122.34299999999999,1070,7410,246000
19136,2014-05-07,3,up to 4,2.0,0,without,3,very good,1830,0,1990,0,98038,47.3738,-122.042,1940,6996,375000
9146,2014-05-07,3,up to 4,2.0,0,without,4,very good,3240,0,1991,0,98042,47.327,-122.094,2090,108366,651000
19798,2014-05-07,5,more than 4,2.0,0,without,3,excelent,3400,870,2007,0,98033,47.699,-122.206,4100,10631,1530000
5417,2014-05-07,3,up to 2,1.0,0,without,4,very good,1680,0,1959,0,98005,47.6098,-122.169,2250,10400,675000
12402,2014-05-07,4,up to 2,1.0,0,without,3,very good,1650,0,1955,0,98117,47.6781,-122.374,1690,2276,575000
17603,2014-05-07,3,up to 2,1.0,0,without,3,very good,1130,510,1988,0,98042,47.3586,-122.074,1680,10259,226500
11295,2014-05-07,4,up to 4,1.5,0,without,5,very good,2245,1060,1922,1956,98133,47.7563,-122.338,1620,8883,492000
8335,2014-05-07,3,up to 2,1.0,0,without,3,very good,1010,0,1981,0,98033,47.6874,-122.16799999999999,1470,9360,350000
15442,2014-05-07,2,up to 2,1.0,0,without,3,very good,910,0,1956,0,98001,47.2777,-122.25200000000001,1326,9891,100000
21355,2014-05-07,3,up to 4,3.0,0,without,3,very good,1606,0,2009,0,98125,47.7175,-122.28399999999999,1516,1939,417250
19753,2014-05-07,3,up to 2,2.0,0,without,3,very good,1040,220,2005,0,98133,47.7111,-122.331,1260,1472,245000
10153,2014-05-07,2,up to 2,1.0,0,without,3,very good,1350,0,2003,0,98053,47.7094,-122.03,1440,3900,428000
20503,2014-05-07,2,up to 4,3.0,0,without,3,very good,1150,0,2008,0,98103,47.6534,-122.35600000000001,1360,1210,425000
9742,2014-05-07,2,up to 2,1.5,0,without,4,very good,1010,0,1906,1990,98112,47.6224,-122.304,1770,4200,500000
14409,2014-05-07,3,up to 4,1.0,0,without,4,very good,1940,0,1987,0,98027,47.4801,-122.06299999999999,2560,37565,500000
16762,2014-05-07,3,up to 2,1.0,0,without,3,very good,1860,0,1985,0,98027,47.5397,-122.054,1960,9797,560000
20962,2014-05-07,3,up to 4,2.0,0,without,3,very good,1600,0,2013,0,98056,47.507,-122.181,1500,11089,305450
21365,2014-05-07,2,up to 2,3.0,0,without,3,very good,820,0,2006,0,98103,47.6619,-122.352,820,1156,339950
6636,2014-05-07,4,up to 4,2.0,0,without,3,very good,1830,0,1991,0,98028,47.7379,-122.22399999999999,1740,9750,415000
9063,2014-05-07,4,up to 2,1.0,0,without,4,very good,1280,1230,1961,2001,98033,47.7005,-122.17399999999999,1220,12500,581000
7846,2014-05-07,2,up to 2,1.5,0,without,4,very good,1040,0,1904,0,98144,47.588,-122.304,1340,1213,420000
6197,2014-05-07,3,up to 4,2.0,0,with a view,3,very good,3180,940,1994,0,98014,47.6804,-121.913,2770,64033,560000
9028,2014-05-07,1,up to 2,1.0,0,without,2,very good,820,280,1947,0,98166,47.4653,-122.338,1100,7500,250000
18300,2014-05-07,4,up to 4,1.0,0,without,3,very good,1320,820,1968,0,98028,47.7683,-122.25200000000001,2360,11000,409500
2222,2014-05-07,3,up to 4,2.0,0,without,4,very good,1600,0,1993,0,98038,47.3534,-122.057,1700,7000,275000
1169,2014-05-07,4,up to 4,2.0,0,without,3,excelent,4460,0,2001,0,98053,47.63399999999999,-121.99700000000001,3470,88519,1150000
14494,2014-05-07,3,up to 2,1.0,0,without,3,very good,1410,0,1985,0,98030,47.3674,-122.182,1570,7210,239900
4811,2014-05-07,3,up to 2,1.0,0,without,4,very good,1420,650,1973,0,98058,47.425,-122.186,2011,19110,310000
14962,2014-05-07,2,up to 2,1.0,0,without,4,very good,820,0,1944,0,98126,47.55,-122.37899999999999,1490,6400,361280
13919,2014-05-07,3,up to 4,2.0,0,without,4,very good,1630,0,1985,0,98058,47.4279,-122.161,1730,9948,339950
657,2014-05-07,3,up to 2,1.0,0,without,3,very good,990,0,1943,0,98105,47.6718,-122.26700000000001,1250,6000,495000
16358,2014-05-07,4,up to 4,2.0,0,without,3,very good,3680,0,1990,0,98074,47.6193,-122.014,3200,15954,675000
19600,2014-05-07,4,up to 2,1.0,0,without,3,very good,1490,0,1969,0,98168,47.4835,-122.33200000000001,1280,6600,185000
14186,2014-05-07,3,up to 4,2.0,0,with a view,3,very good,2440,520,1937,1990,98199,47.6356,-122.402,2960,5876,1340000
8809,2014-05-07,3,up to 2,1.5,0,without,3,very good,1780,570,1929,0,98118,47.5516,-122.26299999999999,1700,5080,568000
11668,2014-05-07,5,up to 4,2.0,0,without,3,very good,3170,960,1985,0,98077,47.715,-122.065,4130,55321,900000
18260,2014-05-07,5,up to 2,1.0,0,without,5,very good,1500,1500,1958,0,98178,47.492,-122.225,2230,7125,380000
1146,2014-05-07,4,up to 4,2.0,0,without,3,very good,2430,0,2003,0,98155,47.7402,-122.31700000000001,2260,7474,510000
8403,2014-05-07,3,up to 2,1.0,0,without,4,very good,1210,370,1967,0,98008,47.6069,-122.11200000000001,2600,23564,515000
19152,2014-05-08,3,up to 2,1.0,0,without,4,very good,1390,0,1960,0,98001,47.2898,-122.251,1420,10000,230000
2883,2014-05-08,3,up to 4,1.0,0,without,4,very good,1290,670,1977,0,98034,47.7249,-122.178,1960,8000,402000
21233,2014-05-08,3,up to 4,2.0,0,without,3,very good,2310,0,2011,0,98028,47.7734,-122.23700000000001,2440,4711,494000
19365,2014-05-08,4,up to 2,1.0,0,without,3,very good,1050,1050,1959,0,98168,47.476000000000006,-122.292,1540,10033,211000
6923,2014-05-08,4,up to 4,2.0,0,without,3,very good,2250,0,1980,0,98053,47.6695,-122.05,2350,37920,569000
11562,2014-05-08,6,up to 4,2.5,0,without,4,very good,3510,0,1906,0,98112,47.6263,-122.31200000000001,3450,5760,1750000
6935,2014-05-08,2,up to 4,2.0,0,without,3,very good,3160,0,1993,0,98077,47.7479,-122.03399999999999,3140,38790,589900
19113,2014-05-08,3,up to 2,1.0,0,without,3,very good,1460,0,1979,0,98052,47.6981,-122.12700000000001,1720,7280,424500
16868,2014-05-08,3,up to 4,1.0,0,without,3,very good,2430,0,1974,0,98059,47.4749,-122.09200000000001,2800,39250,524000
19449,2014-05-08,4,up to 2,1.5,0,without,5,very good,1910,0,1941,0,98103,47.6893,-122.348,1360,3300,835000
7096,2014-05-08,2,up to 2,1.0,0,without,3,very good,1060,0,1926,0,98103,47.6896,-122.331,1420,4960,515000
19411,2014-05-08,3,up to 2,1.0,0,without,3,very good,1590,0,1988,0,98059,47.4815,-122.152,2980,9398,349000
18827,2014-05-08,2,up to 2,1.5,0,without,2,very good,1550,0,1972,0,98065,47.5145,-121.853,1600,217800,330000
16643,2014-05-08,3,up to 2,1.5,0,without,5,very good,1320,0,1918,0,98116,47.5848,-122.391,1440,5750,660000
9614,2014-05-08,2,up to 2,2.0,0,without,3,very good,960,0,1993,0,98122,47.6183,-122.29799999999999,1290,1668,358000
11118,2014-05-08,3,up to 2,1.0,0,without,4,very good,1980,0,1973,0,98008,47.6398,-122.113,2120,7280,530000
11889,2014-05-08,2,up to 2,1.5,0,without,5,very good,1230,0,1925,0,98119,47.6423,-122.361,1210,4500,636000
895,2014-05-08,5,up to 4,1.0,0,without,4,very good,1780,1380,1971,0,98040,47.5368,-122.21600000000001,3260,11470,980000
20626,2014-05-08,3,up to 2,3.0,0,without,3,very good,1410,0,2012,0,98103,47.6558,-122.348,1350,2512,500000
5558,2014-05-08,3,up to 4,1.0,0,without,3,very good,1460,480,1989,0,98030,47.3491,-122.177,1750,7803,266000
1001,2014-05-08,4,up to 2,1.0,0,without,3,very good,1230,500,1977,0,98023,47.327,-122.361,1840,9800,258000
20334,2014-05-08,3,up to 4,2.0,0,without,3,very good,3010,0,2011,0,98075,47.5836,-121.994,2950,4200,785000
17806,2014-05-08,3,up to 2,1.0,0,without,4,very good,1260,0,1955,0,98148,47.4307,-122.334,1510,8776,245000
1307,2014-05-08,3,up to 2,1.0,0,without,3,very good,1170,500,1967,0,98115,47.6899,-122.321,1560,4080,533000
6975,2014-05-08,3,up to 2,1.0,0,without,4,very good,1390,0,1975,0,98031,47.4183,-122.182,1460,7800,246000
9551,2014-05-08,2,up to 2,1.0,0,without,4,very good,650,620,1923,0,98118,47.5351,-122.279,1270,1514,235000
16480,2014-05-08,3,up to 4,2.0,0,without,4,very good,1750,0,1991,0,98033,47.6953,-122.199,1750,4286,595000
2909,2014-05-08,2,up to 2,1.0,0,without,3,very good,720,0,1955,0,98106,47.5267,-122.36,1357,5120,205000
2139,2014-05-08,2,up to 2,1.0,0,without,2,bad,520,0,1951,0,98168,47.4799,-122.296,1572,10570,82500
10889,2014-05-08,4,up to 2,1.0,0,without,3,very good,1220,620,1967,0,98052,47.6579,-122.125,1770,9720,538000
21049,2014-05-08,2,up to 2,2.0,0,without,3,very good,860,0,2007,0,98144,47.5842,-122.314,1280,1265,321950
6238,2014-05-08,3,up to 4,2.0,0,with a view,3,very good,1780,0,1988,0,98045,47.4575,-121.74799999999999,2440,87120,545000
2504,2014-05-08,4,up to 4,2.0,0,with a view,3,very good,2660,0,2003,0,98029,47.5439,-121.99600000000001,3620,5500,753888
9298,2014-05-08,3,up to 2,1.5,0,without,2,very good,1480,760,1980,0,98092,47.3043,-122.094,1920,110206,335000
20857,2014-05-08,6,up to 4,2.0,0,without,3,very good,3206,0,2012,0,98032,47.369,-122.287,2527,5804,375000
1993,2014-05-08,3,up to 2,1.0,0,without,5,very good,1890,0,1966,0,98042,47.4156,-122.149,1500,14536,307000
21385,2014-05-08,2,up to 2,2.0,0,without,3,very good,980,0,2010,0,98119,47.6381,-122.375,1190,1600,438000
1611,2014-05-08,4,up to 4,2.0,0,without,3,very good,2550,0,2005,0,98075,47.5928,-122.00399999999999,2550,5151,537500
6748,2014-05-08,4,up to 2,2.0,0,without,5,very good,2190,1220,1910,0,98144,47.5807,-122.291,2550,5000,1040000
19955,2014-05-08,3,up to 4,2.0,1,with a view,3,very good,2015,0,2007,0,98166,47.45,-122.37700000000001,1780,12310,988500
5450,2014-05-08,3,up to 4,1.5,0,without,4,very good,1690,0,1928,0,98116,47.5841,-122.383,2140,7200,719000
2357,2014-05-08,4,up to 4,2.0,0,without,3,very good,2020,0,2002,0,98001,47.2796,-122.24700000000001,1940,5076,262000
6729,2014-05-08,4,up to 2,1.0,0,without,4,very good,1160,900,1947,0,98166,47.4444,-122.351,2590,21891,647500
3391,2014-05-08,2,up to 4,2.0,0,without,3,very good,1050,310,1997,0,98112,47.6254,-122.292,1430,4400,553650
13851,2014-05-08,4,up to 4,1.5,0,without,4,very good,1540,740,1930,0,98115,47.6871,-122.307,1680,3800,530000
1718,2014-05-08,5,up to 4,1.0,0,without,5,very good,1970,1070,1968,0,98040,47.5562,-122.22,3180,12390,830000
8460,2014-05-08,3,up to 2,1.0,0,without,4,very good,1490,0,1954,0,98168,47.4901,-122.303,1490,9000,207000
9011,2014-05-08,5,up to 4,1.5,0,without,4,very good,2440,0,1975,0,98042,47.3762,-122.15799999999999,2670,14472,489990
4403,2014-05-08,4,up to 4,2.0,0,without,3,very good,1810,0,1994,0,98042,47.3531,-122.14299999999999,1760,7417,270000
18293,2014-05-08,6,up to 4,1.5,0,with a view,5,very good,1970,850,1940,0,98166,47.4635,-122.36200000000001,2520,7797,543200
1778,2014-05-08,3,up to 2,1.5,0,without,4,very good,1150,100,1900,0,98103,47.651,-122.34100000000001,1900,4400,712000
19187,2014-05-08,3,up to 4,2.0,0,without,3,very good,1840,800,1912,2000,98105,47.6636,-122.32600000000001,1990,4080,930000
5964,2014-05-08,4,up to 4,2.0,0,without,3,very good,2320,0,2004,0,98042,47.3501,-122.14,2150,6270,325900
15178,2014-05-08,4,up to 4,1.0,0,with a view,5,very good,1460,1460,1964,0,98008,47.6164,-122.104,2970,15210,1050000
18397,2014-05-08,4,up to 4,2.0,0,without,4,excelent,3310,510,1990,0,98040,47.5263,-122.227,2900,18786,1250000
13071,2014-05-08,3,up to 4,3.0,0,without,3,very good,2920,0,2008,0,98056,47.531000000000006,-122.204,2920,3942,868500
17131,2014-05-08,3,up to 2,1.0,0,without,3,very good,1240,0,1967,2010,98058,47.449,-122.155,1480,8840,297950
18536,2014-05-08,3,up to 4,3.0,0,without,3,very good,1470,70,2008,0,98103,47.6961,-122.34100000000001,1540,1418,413450
732,2014-05-08,3,up to 4,2.0,0,without,3,very good,2090,0,2012,0,98019,47.7336,-121.965,2280,6348,403000
15732,2014-05-08,3,up to 2,1.0,0,without,4,very good,1310,0,1976,0,98052,47.6844,-122.111,1310,8748,437000
508,2014-05-08,2,up to 2,1.0,0,without,4,very good,820,720,1946,0,98119,47.6454,-122.37299999999999,1420,5538,615000
11930,2014-05-08,4,up to 4,2.0,0,without,3,very good,2280,0,2004,0,98077,47.7237,-122.07600000000001,2300,97574,535000
10521,2014-05-08,2,up to 2,1.0,0,without,4,very good,1020,0,1948,0,98177,47.7257,-122.361,1430,8157,405000
16674,2014-05-08,4,up to 4,2.0,0,without,3,very good,2460,0,1989,0,98023,47.3061,-122.34899999999999,2390,8568,347500
5396,2014-05-08,2,up to 2,1.0,0,without,3,very good,1100,1100,1973,0,98027,47.4633,-121.976,2590,89298,295000
14157,2014-05-08,3,up to 2,1.0,0,without,3,very good,790,160,1939,0,98108,47.5271,-122.316,1360,6000,230000
